numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07790;20170202120000;101960;-140;8;0;0.000000;285.850000;283.350000;85;15000;61;6;2;100;3;800;35;27;mq;101810;mq;mq;-140;mq;mq;mq;mq;278.950000;mq;mq;0.000000;1.500000;-10;0;0.000000;0.000000;-60;0.200000;0.200000;0.200000;0.400000;0.400000;mq;mq;mq;mq;2;6;600;3;6;1800;8;3;2500;mq;mq;mq;
61968;20170202120000;100860;mq;mq;290;1.700000;303.850000;298.450000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100830;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170202120000;101050;10;mq;140;4.900000;305.450000;297.250000;62;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;50;mq;300.150000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170202120000;100890;10;mq;120;7.000000;303.150000;297.550000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100810;mq;mq;120;mq;299.950000;mq;304.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.600000;0.600000;0.600000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170202120000;101160;-60;6;150;3.000000;298.350000;297.350000;94;10000;81;8;8;100;8;450;39;mq;mq;101010;mq;mq;90;mq;mq;mq;mq;mq;mq;mq;3.900000;7.800000;-10;0;mq;mq;mq;45.600000;46.800000;46.800000;46.800000;47.200000;mq;mq;mq;mq;7;8;800;3;9;400;mq;mq;mq;mq;mq;mq;
61996;20170202120000;101830;30;2;110;1.500000;291.750000;287.650000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101490;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170202120000;102130;-60;8;310;8.200000;284.150000;274.350000;51;20000;3;mq;mq;60;3;3500;30;23;11;101760;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;mq;10.800000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;3;3;3900;3;0;7500;mq;mq;mq;mq;mq;mq;
71805;20170202120000;100850;-60;6;60;8.200000;269.550000;268.550000;93;1500;71;7;7;100;8;250;37;mq;mq;100760;mq;mq;-590;mq;mq;mq;mq;271.350000;mq;mq;11.900000;12.800000;-10;16;0.010000;0.010000;-60;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;7;200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20170202120000;101790;180;3;100;3.200000;297.250000;295.650000;91;5660;mq;mq;mq;mq;mq;mq;mq;mq;mq;101700;mq;mq;-70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;1.600000;2.000000;8.500000;8.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170202120000;101730;170;3;110;7.600000;298.850000;294.550000;77;25530;mq;mq;mq;mq;mq;mq;mq;mq;mq;101640;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;2.900000;2.900000;3.500000;10.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170202120000;101370;0;mq;80;3.000000;298.550000;296.250000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101310;mq;mq;-40;mq;296.150000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;0.400000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20170202120000;101360;250;3;50;3.900000;299.950000;296.850000;83;30220;0;mq;mq;100;1;1250;mq;mq;mq;101270;mq;mq;-60;297.450000;mq;mq;mq;297.750000;mq;mq;6.200000;6.500000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.600000;0.600000;0.600000;mq;mq;mq;mq;1;mq;1020;8;mq;2100;mq;mq;mq;mq;mq;mq;
81408;20170202120000;101320;0;mq;20;2.000000;298.650000;296.850000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;-30;mq;296.450000;mq;303.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;0.600000;0.600000;0.600000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20170202120000;101390;0;mq;60;1.300000;298.050000;296.250000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100180;mq;mq;-80;mq;296.150000;mq;303.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;11.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20170202120000;98700;-40;7;90;11.800000;272.350000;268.950000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98170;mq;mq;mq;272.350000;mq;275.850000;mq;mq;mq;mq;18.500000;19.500000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20170202150000;99940;-180;6;150;6.700000;285.050000;280.750000;75;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99090;mq;mq;-920;mq;mq;mq;mq;279.650000;mq;mq;11.500000;12.300000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20170202150000;100150;-110;5;170;5.600000;284.950000;281.050000;77;20880;61;mq;mq;100;7;1250;mq;mq;mq;99590;mq;mq;-800;mq;mq;mq;mq;278.150000;mq;mq;8.200000;8.900000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;1.800000;mq;mq;mq;mq;7;mq;1050;7;mq;1440;8;mq;1920;mq;mq;mq;
07020;20170202150000;99230;-90;7;180;13.500000;285.150000;281.250000;77;14000;2;2;2;90;7;1250;35;mq;mq;99140;mq;mq;-1240;mq;mq;mq;mq;mq;mq;mq;19.100000;22.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;7;6;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20170202150000;99650;-90;8;170;8.100000;284.650000;281.850000;83;27430;0;mq;mq;100;1;800;mq;mq;mq;98860;mq;mq;-1090;mq;mq;mq;mq;280.850000;mq;mq;12.600000;13.500000;-10;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.800000;0.800000;mq;mq;mq;mq;1;mq;600;7;mq;2820;8;mq;3360;mq;mq;mq;
07037;20170202150000;99990;-140;5;180;5.700000;283.550000;281.350000;86;6360;61;mq;mq;100;8;450;mq;mq;mq;98190;mq;mq;-880;mq;mq;mq;mq;279.450000;mq;mq;8.100000;9.400000;-10;mq;0.000000;mq;mq;0.200000;0.200000;0.800000;0.800000;1.000000;mq;mq;mq;mq;8;mq;480;mq;8;mq;mq;mq;mq;mq;mq;mq;
07072;20170202150000;100380;-130;6;150;4.300000;286.650000;281.250000;70;20000;0;mq;mq;mq;5;2640;mq;mq;mq;99260;mq;mq;-750;mq;mq;mq;mq;276.150000;mq;mq;6.500000;7.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;2640;5;mq;3480;mq;mq;mq;mq;mq;mq;
07110;20170202150000;99150;60;3;210;11.100000;284.850000;281.350000;79;8010;0;mq;mq;100;8;800;mq;mq;mq;98000;mq;mq;-1190;mq;mq;mq;mq;mq;mq;mq;16.200000;17.700000;-10;1;0.000000;mq;mq;0.400000;0.600000;0.600000;2.000000;10.700000;mq;mq;mq;mq;5;mq;660;7;mq;870;8;mq;1170;mq;mq;mq;
07117;20170202150000;99130;30;3;220;9.000000;285.750000;280.850000;72;8000;2;2;mq;75;3;450;38;20;11;98450;mq;mq;-1240;mq;mq;mq;mq;mq;mq;mq;17.100000;19.700000;-10;1;mq;mq;mq;0.000000;0.600000;0.600000;1.000000;1.200000;mq;mq;mq;mq;1;8;500;3;6;800;3;0;6000;mq;mq;mq;
07130;20170202150000;99730;-50;5;180;8.500000;284.150000;281.150000;82;18300;60;mq;mq;100;5;800;mq;mq;mq;99290;mq;mq;-1070;mq;mq;mq;mq;282.150000;mq;mq;13.400000;13.400000;-10;2;0.000000;mq;mq;-0.100000;0.600000;0.800000;2.000000;2.000000;mq;mq;mq;mq;2;mq;750;5;mq;1200;6;mq;1680;mq;8;mq;
07139;20170202150000;99930;-130;6;200;4.900000;283.250000;282.050000;92;18150;0;mq;mq;100;6;250;mq;mq;mq;98210;mq;mq;-1020;mq;mq;mq;mq;278.950000;mq;mq;8.400000;11.700000;-10;2;0.000000;mq;mq;0.200000;0.600000;1.200000;1.200000;1.200000;mq;mq;mq;mq;6;mq;240;8;mq;1860;mq;mq;mq;mq;mq;mq;
07149;20170202150000;100260;-110;5;190;3.500000;284.350000;281.050000;80;10000;60;6;2;90;7;800;35;mq;mq;99190;mq;mq;-790;mq;mq;mq;mq;mq;mq;mq;7.000000;7.000000;-10;2;0.000000;0.000000;-30;-0.100000;0.200000;0.200000;0.200000;0.400000;mq;mq;mq;mq;4;6;850;7;6;1020;mq;mq;mq;mq;mq;mq;
07168;20170202150000;100390;-140;6;170;5.100000;287.050000;281.050000;67;20000;0;mq;mq;mq;1;5880;mq;mq;mq;99000;mq;mq;-780;mq;mq;mq;mq;277.650000;mq;mq;6.900000;10.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;5880;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20170202150000;100600;-120;5;210;7.400000;287.250000;278.550000;56;60000;0;mq;mq;mq;1;6360;mq;mq;mq;96610;mq;mq;-700;mq;mq;mq;mq;274.150000;mq;mq;12.300000;15.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;1;mq;6360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20170202150000;100970;-140;6;330;1.200000;278.450000;278.350000;99;1100;10;mq;mq;101;9;30;mq;mq;mq;99130;mq;mq;-680;mq;mq;mq;mq;273.950000;mq;mq;2.100000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20170202150000;99680;40;3;210;11.500000;284.650000;281.650000;82;9000;2;2;mq;100;5;450;36;22;mq;99170;mq;mq;-1120;mq;mq;mq;mq;mq;mq;mq;14.400000;23.200000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;3.200000;3.600000;mq;mq;mq;mq;5;7;400;8;4;2500;mq;mq;mq;mq;mq;mq;
07222;20170202150000;99990;0;5;190;7.100000;282.950000;281.850000;93;9550;61;mq;mq;100;4;1250;mq;mq;mq;99680;mq;mq;-1010;mq;mq;mq;mq;281.050000;mq;mq;10.600000;11.100000;-10;2;0.000000;mq;mq;1.200000;1.800000;2.800000;4.400000;4.400000;mq;mq;mq;mq;2;mq;1050;4;mq;1320;8;mq;1800;mq;8;mq;
07240;20170202150000;100150;-120;5;180;4.700000;285.250000;281.150000;76;48490;0;mq;mq;100;7;1250;mq;mq;mq;98820;mq;mq;-960;mq;mq;mq;mq;279.650000;mq;mq;7.300000;7.900000;-10;1;0.000000;mq;mq;0.000000;-0.100000;0.200000;0.200000;0.200000;mq;mq;mq;mq;7;mq;1020;7;mq;1290;8;mq;1740;mq;mq;mq;
07255;20170202150000;100340;-100;6;160;4.100000;286.550000;280.350000;66;20000;60;6;6;100;8;2250;30;27;mq;98390;mq;mq;-850;mq;mq;mq;mq;277.150000;mq;mq;6.000000;7.100000;-10;1;0.000000;0.000000;-30;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;3;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20170202150000;100670;-190;6;180;4.500000;286.350000;278.750000;60;60000;0;mq;mq;100;8;5400;mq;mq;mq;98000;mq;mq;-690;mq;mq;mq;mq;274.050000;mq;mq;6.900000;8.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;5400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20170202150000;100880;-150;6;120;4.000000;285.550000;277.950000;60;35000;1;2;2;90;1;mq;30;23;12;97660;mq;mq;-650;mq;mq;mq;mq;273.850000;mq;mq;5.400000;6.500000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;5000;7;0;7000;mq;mq;mq;mq;mq;mq;
07314;20170202150000;100260;90;3;190;7.200000;282.750000;281.150000;90;8000;81;8;6;100;8;800;37;mq;mq;99980;mq;mq;-920;mq;mq;mq;mq;mq;mq;mq;9.300000;13.400000;-10;3;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;7;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20170202150000;100220;-60;5;190;8.200000;284.550000;281.550000;82;13530;61;mq;mq;100;8;450;mq;mq;mq;98800;mq;mq;-950;mq;mq;mq;mq;280.550000;mq;mq;13.000000;13.000000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.400000;0.600000;0.600000;mq;mq;mq;mq;1;mq;540;5;mq;750;7;mq;1020;mq;mq;mq;
07434;20170202150000;100370;-90;6;180;6.800000;285.350000;280.250000;71;57690;0;mq;mq;100;8;1250;mq;mq;mq;95680;mq;mq;-880;mq;mq;mq;mq;278.650000;mq;mq;10.600000;13.700000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;7;mq;1110;8;mq;1290;mq;mq;mq;mq;mq;mq;
07460;20170202150000;100520;-140;5;190;9.500000;286.750000;279.350000;61;53760;61;mq;mq;100;8;2250;mq;mq;mq;96720;mq;mq;-780;mq;mq;mq;mq;276.150000;mq;mq;15.400000;16.900000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;mq;2280;5;mq;2640;8;mq;3360;mq;8;mq;
07471;20170202150000;mq;-110;8;160;7.800000;281.950000;277.750000;75;20000;0;mq;mq;100;1;800;mq;mq;mq;91220;mq;717;-680;mq;mq;mq;mq;275.350000;mq;mq;14.900000;16.400000;-10;0;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;720;8;mq;3060;mq;mq;mq;mq;mq;mq;
07481;20170202150000;100780;-150;6;190;10.600000;289.350000;279.450000;52;50000;1;2;2;75;4;mq;35;20;11;97980;mq;mq;-690;mq;mq;mq;mq;mq;mq;mq;16.600000;16.600000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;6;1900;4;0;7500;mq;mq;mq;mq;mq;mq;
07510;20170202150000;100560;170;3;290;8.000000;283.250000;281.350000;88;8520;61;mq;mq;100;6;450;mq;mq;mq;99980;mq;mq;-690;mq;mq;mq;mq;280.650000;mq;mq;13.500000;15.000000;-10;2;0.000000;mq;mq;2.400000;2.400000;2.400000;3.200000;3.200000;mq;mq;mq;mq;5;mq;300;5;mq;930;6;mq;1440;mq;8;mq;
07535;20170202150000;100480;-110;5;160;4.300000;287.850000;280.650000;62;20000;0;mq;mq;100;8;2250;mq;mq;mq;97440;mq;mq;-860;mq;mq;mq;mq;280.250000;mq;mq;8.100000;10.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;2220;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20170202150000;100830;-50;8;120;10.500000;282.050000;280.350000;89;18490;0;mq;mq;mq;mq;mq;mq;mq;mq;92590;mq;mq;-690;mq;mq;mq;mq;279.950000;mq;mq;16.300000;17.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20170202150000;101050;-140;6;180;6.900000;288.650000;280.150000;57;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100170;mq;mq;-690;mq;mq;mq;mq;280.150000;mq;mq;15.800000;15.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20170202150000;mq;-140;6;200;2.800000;284.550000;275.850000;55;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91290;mq;1467;-340;mq;mq;mq;mq;273.950000;mq;mq;4.700000;5.000000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20170202150000;100500;20;3;130;1.500000;286.450000;281.750000;73;29000;0;mq;mq;100;mq;1750;mq;mq;mq;99800;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20170202150000;100470;30;3;260;1.200000;286.050000;278.750000;61;43650;0;mq;mq;mq;0;mq;mq;mq;mq;96230;mq;mq;-780;mq;mq;mq;mq;276.250000;mq;mq;2.300000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20170202150000;100320;-140;6;110;3.600000;289.750000;275.750000;39;20000;0;mq;mq;100;mq;mq;mq;mq;mq;95570;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20170202150000;100520;-130;6;130;5.900000;287.150000;281.150000;67;24770;0;mq;mq;90;7;3120;mq;mq;mq;98750;mq;mq;-900;mq;mq;mq;mq;280.750000;mq;mq;8.700000;8.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;3120;7;mq;6060;mq;mq;mq;mq;mq;mq;
07643;20170202150000;101080;-160;6;130;12.000000;286.250000;284.150000;87;11320;2;2;2;100;7;450;35;mq;mq;100980;mq;mq;-650;mq;mq;mq;mq;284.350000;mq;mq;15.500000;16.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;6;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20170202150000;101270;-130;6;110;11.400000;288.850000;282.750000;67;36220;0;mq;mq;90;2;800;mq;mq;mq;100890;mq;mq;-520;mq;mq;mq;mq;280.550000;mq;mq;14.800000;15.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;840;7;mq;2280;mq;mq;mq;mq;mq;mq;
07661;20170202150000;101520;-90;6;120;5.700000;287.650000;285.550000;87;30000;2;2;mq;90;3;450;34;20;12;99930;mq;mq;-350;mq;mq;mq;mq;mq;mq;mq;10.200000;11.300000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.400000;mq;mq;mq;mq;7;0;6000;3;9;500;mq;mq;mq;mq;mq;mq;
07690;20170202150000;101740;-110;6;80;5.500000;286.950000;284.450000;85;20000;3;2;2;100;8;450;38;mq;mq;101430;mq;mq;-140;mq;mq;mq;mq;283.250000;mq;mq;6.400000;6.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;400;8;6;1200;mq;mq;mq;mq;mq;mq;
07747;20170202150000;100640;-190;5;80;2.700000;287.550000;282.550000;72;17870;0;mq;mq;90;7;3660;mq;mq;mq;100120;mq;mq;-920;mq;mq;mq;mq;274.450000;mq;mq;4.200000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;3660;7;mq;4200;mq;mq;mq;mq;mq;mq;
07761;20170202150000;101790;-70;6;260;4.400000;289.550000;281.550000;59;30000;1;2;2;60;1;1750;35;27;12;101680;mq;mq;-220;mq;mq;mq;mq;280.350000;mq;mq;5.700000;6.100000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;1500;1;3;3000;5;0;5000;mq;mq;mq;
07790;20170202150000;101810;-140;6;20;0.900000;286.750000;284.050000;84;15000;3;2;2;100;8;450;37;mq;mq;101670;mq;mq;-240;mq;mq;mq;mq;278.950000;mq;mq;1.600000;2.700000;-10;0;0.000000;0.000000;-30;0.000000;-0.100000;0.200000;0.200000;0.400000;mq;mq;mq;mq;4;7;360;8;6;780;mq;mq;mq;mq;mq;mq;
61968;20170202150000;100990;0;mq;270;1.100000;302.250000;298.450000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100960;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170202150000;100990;10;mq;150;5.400000;303.450000;296.850000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100920;mq;mq;-40;mq;300.150000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170202150000;101000;0;mq;140;8.200000;300.650000;297.050000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100920;mq;mq;70;mq;299.950000;mq;304.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.600000;0.600000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170202150000;101260;100;3;90;3.800000;298.950000;296.650000;87;43670;0;mq;mq;100;8;1750;mq;mq;mq;101110;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;5.400000;5.400000;-10;mq;mq;mq;mq;0.000000;1.400000;48.200000;48.200000;48.200000;mq;mq;mq;mq;5;mq;1680;8;mq;1980;mq;9;mq;mq;mq;mq;
61996;20170202150000;101950;110;1;120;0.500000;290.050000;287.850000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101600;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170202150000;102110;-20;8;320;8.200000;280.250000;273.850000;64;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101740;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;mq;11.300000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20170202150000;101050;120;3;180;0.600000;302.650000;297.050000;72;20000;1;2;2;90;3;800;38;23;14;100970;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;1.200000;2.900000;-10;mq;mq;mq;mq;0.000000;7.300000;7.300000;10.700000;10.700000;mq;mq;mq;mq;3;8;660;1;6;1600;3;3;4000;5;0;9000;
71805;20170202150000;100810;-40;6;80;8.300000;270.250000;269.250000;93;6000;70;7;7;100;8;250;35;mq;mq;100720;mq;mq;-650;mq;mq;mq;mq;271.350000;mq;mq;11.100000;12.300000;-10;16;0.020000;0.010000;-30;-0.100000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;6;7;200;7;6;500;mq;mq;mq;mq;mq;mq;
78897;20170202150000;101870;80;0;110;9.100000;301.050000;293.650000;64;30960;mq;mq;mq;mq;mq;mq;mq;mq;mq;101780;mq;mq;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.200000;2.800000;3.200000;9.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170202150000;101770;40;0;110;9.100000;301.250000;295.250000;70;21850;mq;mq;mq;mq;mq;mq;mq;mq;mq;101680;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;3.100000;3.700000;5.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170202150000;101340;10;mq;50;4.300000;302.450000;296.150000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;-20;mq;296.150000;mq;303.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20170202150000;101300;-60;8;50;8.600000;301.850000;296.750000;74;24580;0;mq;mq;100;8;800;mq;mq;mq;101210;mq;mq;-80;mq;mq;mq;mq;297.750000;mq;mq;11.500000;13.400000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;0.600000;0.600000;mq;mq;mq;mq;6;mq;690;7;mq;870;8;mq;1230;mq;mq;mq;
81408;20170202150000;101230;10;mq;40;2.600000;300.950000;297.950000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;-70;mq;296.450000;mq;303.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6.000000;6.200000;6.800000;6.800000;6.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20170202150000;101320;10;mq;60;2.700000;301.950000;295.650000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100130;mq;mq;-50;mq;296.150000;mq;303.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;11.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
